4,8,16,32,64,68
0.555,0.335,0.265,0.12,0.12,0.1
0.54,0.325,0.285,0.13,0.125,0.115
0.535,0.435,0.43,0.34,0.43,0.44
0.525,0.475,0.4,0.295,0.265,0.275
0.52,0.45,0.405,0.29,0.325,0.28
0.9,0.505,0.51,0.64,0.9,0.9
0.695,0.535,0.41,0.28,0.3,0.305
0.54,0.39,0.75,0.485,0.44,0.46
0,0,0,0,0,0
