4,8,16,32,64
0.62,0.375,0.28,0.185,0.17
0.65,0.355,0.25,0.175,0.165
0.645,0.41,0.31,0.235,0.225
0.64,0.395,0.3,0.255,0.23
0.64,0.335,0.24,0.17,0.14
0.755,0.565,0.51,0.54,0.9
0.805,0.5,0.31,0.245,0.26
0.63,0.34,0.49,0.355,0.28
0,0,0,0,0
