4,8,16,32,64
0.585,0.415,0.295,0.175,0.195
0.55,0.385,0.245,0.155,0.19
0.525,0.405,0.33,0.27,0.28
0.53,0.37,0.325,0.275,0.305
0.54,0.385,0.295,0.255,0.26
0.895,0.585,0.52,0.555,0.9
0.745,0.455,0.345,0.255,0.335
0.49,0.395,0.355,0.375,0.365
0,0,0,0,0
