4,8,16,32,64
0.362,0.22,0.138,0.118,0.16
0.372,0.212,0.138,0.124,0.14
0.376,0.246,0.168,0.154,0.172
0.354,0.224,0.216,0.212,0.214
0.342,0.182,0.13,0.12,0.132
0.422,0.256,0.212,0.388,0.9
0.506,0.294,0.196,0.154,0.156
0.33,0.22,0.298,0.188,0.22
0,0,0,0,0
