4,8,16,32,64
0.384,0.209,0.102,0.087,0.079
0.363,0.198,0.101,0.093,0.081
0.44,0.329,0.255,0.235,0.257
0.445,0.36,0.319,0.301,0.29
0.429,0.313,0.24,0.212,0.226
0.359,0.217,0.161,0.396,0.502
0.557,0.365,0.282,0.264,0.212
0.417,0.303,0.228,0.83,0.429
0,0,0,0,0
