8,16,32,64
0.48,0.32,0.28,0.29
0.36,0.28,0.29,0.26
0.4,0.29,0.31,0.55
0.45,0.31,0.33,0.35
0.36,0.22,0.12,0.18
0.66,0.56,0.72,0.9
0.48,0.27,0.34,0.39
0.46,0.51,0.41,0.54
0,0,0,0
