4,8,16,32,64
0.61,0.49,0.33,0.36,0.31
0.57,0.46,0.35,0.31,0.27
0.52,0.48,0.42,0.54,0.54
0.55,0.46,0.4,0.33,0.26
0.52,0.49,0.38,0.46,0.54
0.74,0.69,0.57,0.9,0.9
0.7,0.54,0.34,0.33,0.26
0.69,0.8,0.48,0.56,0.51
0,0,0,0,0
