4,8,16,32,64
0.45,0.51,0.32,0.25,0.22
0.46,0.43,0.28,0.25,0.2
0.42,0.42,0.44,0.48,0.54
0.42,0.44,0.28,0.31,0.28
0.42,0.41,0.35,0.58,0.68
0.7,0.58,0.7,0.9,0.9
0.55,0.47,0.31,0.37,0.29
0.67,0.62,0.52,0.55,0.55
0,0,0,0,0
