4,8,16,32,64
0.495,0.4,0.305,0.18,0.145
0.455,0.345,0.305,0.175,0.15
0.41,0.355,0.395,0.42,0.545
0.4,0.415,0.37,0.285,0.29
0.4,0.32,0.355,0.355,0.485
0.825,0.65,0.53,0.9,0.9
0.46,0.365,0.355,0.345,0.315
0.405,0.49,0.49,0.505,0.58
0,0,0,0,0
