4,8,16,32,64
0.34,0.28,0.16,0.205,0.18
0.37,0.235,0.15,0.18,0.18
0.405,0.3,0.225,0.22,0.49
0.38,0.31,0.235,0.21,0.25
0.35,0.275,0.19,0.165,0.33
0.57,0.56,0.52,0.9,0.9
0.49,0.33,0.26,0.26,0.28
0.34,0.455,0.32,0.31,0.59
0,0,0,0,0
