4,8,16,32,64
0.54,0.485,0.35,0.265,0.15
0.53,0.455,0.33,0.235,0.15
0.555,0.55,0.475,0.445,0.56
0.565,0.495,0.46,0.325,0.29
0.565,0.55,0.4,0.395,0.53
0.61,0.68,0.54,0.9,0.9
0.785,0.64,0.54,0.33,0.29
0.565,0.61,0.56,0.48,0.605
0,0,0,0,0
