4,8,16,32,64
0.52,0.275,0.235,0.22,0.215
0.445,0.24,0.21,0.205,0.21
0.5,0.285,0.215,0.255,0.5
0.455,0.285,0.23,0.265,0.265
0.405,0.215,0.125,0.155,0.26
0.715,0.495,0.53,0.9,0.9
0.685,0.355,0.29,0.24,0.26
0.67,0.425,0.345,0.29,0.525
0,0,0,0,0
