8,16,32,64,128
0.34,0.265,0.13,0.11,0.125
0.34,0.29,0.14,0.125,0.12
0.44,0.43,0.335,0.39,0.525
0.47,0.385,0.305,0.28,0.245
0.46,0.4,0.305,0.325,0.485
0.48,0.53,0.67,0.9,0.9
0.54,0.365,0.34,0.3,0.3
0.385,0.79,0.43,0.45,0.585
0,0,0,0,0
