4,8,16,32,64
0.389,0.195,0.099,0.084,0.08
0.359,0.19,0.097,0.088,0.082
0.437,0.327,0.258,0.243,0.243
0.44,0.354,0.318,0.308,0.299
0.428,0.317,0.24,0.224,0.222
0.359,0.209,0.173,0.399,0.501
0.579,0.349,0.28,0.265,0.204
0.423,0.3,0.279,0.808,0.472
0,0,0,0,0
